CLIENT_ZIP,SITE_ID,SITE_LATITUDE,SITE_LONGITUDE,SITE_ZIP,DISTINCT_INTERACTION_ID_CNT
53090,27839,43.0392652,-87.9152463,53203,1
53204,30981,42.7167377,-87.8003283,53403,1
53203,4425,43.0900814,-89.52733839,53562,1
53223,29414,43.0699934,-87.9058583,53212,1
53205,27055,43.0395821,-87.9198778,53233,5
53223,28405,43.0488227,-87.9278883,53205,1
53204,28435,43.0409377,-87.9365218,53233,8
53154,12703,43.0923884,-89.3525366,53704,1
53208,20037,0,0,,4
53208,,,,,1
53405,30172,42.7077879,-87.8032018,53403,1
53233,27361,43.0572735,-87.9615445,53208,1
53216,28114,43.0383969,-87.947036,53233,1
53225,28400,43.0488227,-87.9278883,53205,7
53212,27384,43.0641205,-87.96717239,53224,1
53402,28153,43.0386745,-87.9199844,53203,1
53189,29696,43.0215108,-88.2316651,53188,2
53402,30187,42.7148104,-87.8143275,53405,1
53205,19947,43.1469874,-89.2922553,53718,1
53209,37884,43.0533748,-89.3955318,53715,1
53208,26986,43.0451424,-87.9393587,53233,2
53115,2278,42.5215298,-89.032617,53511,1
53210,41157,43.0488227,-87.9278883,53205,2
53403,28621,42.5663706,-87.8468795,53142,1
53090,29704,38.8120934,-77.0405248,22314,1
53186,28153,43.0386745,-87.9199844,53203,1
53208,30499,43.00679569,-88.02960138,53214,14
53092,30730,43.3878021,-87.8723519,53074,1
53209,35115,43.0781352,-87.9160112,53212,2
53215,30167,43.1156658,-87.9865502,53218,1
53405,35298,42.732284,-87.7922417,53404,2
53218,26919,43.101475,-87.9903615,53218,2
53218,28397,43.0210082,-87.9968633,53214,15
53207,28502,42.988534,-87.8924671,53207,1
53210,27239,43.0795815,-87.9669952,53216,3
53204,19963,43.02236034,-87.91836009,53203,2
53218,37986,43.0124994,-87.9928039,53214,1
53218,30499,43.00679569,-88.02960138,53214,6
53225,30121,43.0641205,-87.96717239,53233,1
53218,27658,43.1244822,-87.9850609,53218,12
53209,28505,43.1192086,-88.0324478,53225,11
54650,11547,43.8165172,-91.2482325,54601,2
53212,28434,43.0409377,-87.9365218,53233,5
53225,32116,43.0750725,-88.0038214,53210,1
54601,15774,43.8348402,-91.2354192,54603,2
53206,28456,43.0483622,-87.9296885,53205,2
53233,30167,43.1156658,-87.9865502,53218,1
53209,36620,43.139876,-87.9648735,53209,4
53224,12634,43.03884557,-87.91469278,53203,2
53218,None,,,,8
53214,37820,43.0483622,-87.9296885,53205,1
53216,28622,43.0607703,-87.934476,53205,6
53205,27737,43.0530363,-87.934476,53205,3
53216,35464,43.0556602,-87.9181198,53212,1
53222,27752,43.0396707,-87.9504051,53208,1
53216,29697,43.1116189,-87.9641853,53209,4
53204,20977,,,,1
53222,27621,43.0565334,-87.9879237,53208,2
53210,27114,43.0555513,-87.9627692,53208,4
53208,28929,43.0122026,-87.9523576,53215,2
53212,26909,43.0932201,-87.9477251,53216,2
53202,30499,43.00679569,-88.02960138,53214,1
53210,27533,42.972029,-87.91947462,53221,3
53208,27606,43.0147369,-87.949006,53215,1
53404,28177,42.7077879,-87.8032018,53403,3
53206,28929,43.0122026,-87.9523576,53215,2
53220,35474,43.012833,-87.992762,53214,1
54220,21447,44.0961675,-87.6546449,54220,1
53210,27115,43.0554294,-87.9627315,53208,6
53405,30981,42.7167377,-87.8003283,53403,1
53216,26912,43.0663966,-87.946555,53206,1
53405,28130,42.7300554,-87.9606641,53177,1
53209,28504,43.0441177,-88.0289889,53226,3
53233,28049,43.0460713,-87.9120661,53202,1
53205,28434,43.0409377,-87.9365218,53233,3
53221,27087,42.990477,-87.9475489,53215,1
53212,27171,43.0418686,-87.9084624,53202,2
53144,30139,42.5492485,-87.8259614,53143,1
53204,19383,43.033482,-87.908583,53202,1
53221,28434,43.0409377,-87.9365218,53233,1
53206,30642,43.0715876,-87.9352803,53206,6
nan,28400,43.0488227,-87.9278883,53205,1
53211,30041,43.0829855,-87.9192769,53212,1
54601,20039,43.0718225,-89.3816961,53703,1
53215,28397,43.0210082,-87.9968633,53214,9
53223,27754,43.0054478,-87.9758952,53219,1
53404,26937,43.0147369,-87.949006,53215,1
53226,28504,43.0441177,-88.0289889,53226,1
53210,20037,0,0,,4
53224,8653,43.0743635,-87.9765372,53210,1
53188,19215,43.0210082,-87.9968633,53214,1
53216,27234,43.0676122,-87.9781143,53210,1
53186,4074,42.6796189,-89.0267822,53548,1
53001,28193,43.0210082,-87.9968633,53214,1
53206,27114,43.0555513,-87.9627692,53208,2
53206,28395,43.0229535,-87.9298417,53204,2
53206,12634,43.03884557,-87.91469278,53203,2
53405,28177,42.7077879,-87.8032018,53403,1
53209,29058,43.1648821,-88.0055004,53223,1
53206,26937,43.0147369,-87.949006,53215,1
53218,28049,43.0460713,-87.9120661,53202,1
53206,28193,43.0210082,-87.9968633,53214,2
53005,28659,43.0145769,-88.2323118,53188,1
53154,33401,42.8898909,-87.9338201,53154,1
53209,19411,43.0759324,-89.381178,53703,1
53205,27249,43.0600172,-87.9432071,53205,1
54701,11483,43.8754262,-91.1801525,54650,1
54650,,,,,2
53091,28846,43.0398442,-88.1481234,53045,1
53210,28405,43.0488227,-87.9278883,53205,1
53215,37426,43.0472661,-87.8985764,53202,2
54729,33421,44.8121863,-91.5129352,54703,1
54669,11642,43.8146827,-91.2486459,54601,1
53208,35370,43.0494871,-87.9696437,53208,1
53207,27682,43.0433322,-87.9238174,53233,1
53221,27577,43.1344371,-88.0070416,53218,1
53212,27533,42.972029,-87.91947462,53221,2
53224,29867,43.1452797,-88.071874,53051,1
53051,30054,43.0139088,-88.2347018,53188,1
53205,26933,43.0371135,-87.9137137,53290,1
53225,28401,43.0488227,-87.9278883,53205,1
54729,16575,44.8907241,-91.9310145,54751,1
53216,27391,43.009808,-87.9618726,53215,1
53225,35612,43.067615,-87.9441198,53206,1
53214,27428,43.0439809,-87.9086048,53202,1
53404,12634,43.03884557,-87.91469278,53203,2
53212,29373,43.0382397,-87.9047469,53202,1
53218,20037,0,0,,2
53225,41157,43.0488227,-87.9278883,53205,1
53110,41157,43.0488227,-87.9278883,53205,1
53205,27890,43.03733013,-87.92320041,53233,1
53202,27414,43.0659127,-87.8995488,53212,1
53215,27384,43.0641205,-87.96717239,53224,1
53216,36600,43.029371,-88.267498,53188,1
53207,27754,43.0054478,-87.9758952,53219,1
53225,28880,43.1818161,-87.9703085,53223,1
53213,35464,43.0556602,-87.9181198,53212,1
53206,27102,43.3185059,-87.9289788,53024,1
53218,12655,43.0718225,-89.3816961,53703,1
53211,27553,43.0898173,-87.9122221,53212,1
53206,27861,43.0418389,-87.9412286,53233,1
53209,7749,43.073728,-89.3823586,53703,1
53221,37477,43.0395821,-87.9198778,53233,2
54601,6741,43.7942288,-91.2476896,54601,1
54701,13765,39.0032975,-77.0979496,20892,1
54603,None,,,,1
54669,11326,43.9003471,-91.0808416,54669,1
54669,11210,43.8043634,-91.2427084,54601,1
53208,27684,43.0490067,-87.9614679,53208,2
55921,4327,40.735083,-73.9881983,10003,1
54636,7489,43.8838955,-91.2309818,54650,1
54669,11509,43.7699717,-91.2125017,54601,1
53218,28504,43.0441177,-88.0289889,53226,7
53210,27238,43.0568755,-87.9820427,53208,1
53225,26937,43.0147369,-87.949006,53215,1
53222,29704,38.8120934,-77.0405248,22314,1
53204,37820,43.0483622,-87.9296885,53205,2
53206,32116,43.0750725,-88.0038214,53210,1
53215,29715,43.1281001,-87.9909694,53218,1
53213,28612,43.0215268,-88.2537804,53188,1
53204,35548,43.0892598,-88.0466451,53222,2
53233,30092,43.117443,-87.9173152,53217,1
53220,30727,42.9670153,-87.9516685,53221,2
53210,27745,43.0625038,-87.9771504,53210,1
53208,26948,43.0143562,-87.9246116,53204,1
53204,30156,43.0542933,-87.9138287,53212,1
53186,28737,42.9796242,-88.2479508,53189,1
53404,28141,42.7067114,-87.8303626,53405,1
53202,28153,43.0386745,-87.9199844,53203,1
53216,27238,43.0568755,-87.9820427,53208,1
53188,30107,43.0073399,-88.2232192,53186,1
53206,29049,43.1368932,-87.9546928,53209,1
53218,37391,43.0040908,-88.0188622,53227,1
53188,12085,43.0835215,-89.3643879,53703,1
53222,29715,43.1281001,-87.9909694,53218,2
54669,9926,43.7732581,-91.2162628,54601,1
54636,37370,44.8079904,-91.4676772,54720,1
54601,1691,38.8926833,-77.0211372,20580,1
53225,34925,43.0995749,-88.0532002,53225,2
53233,36980,43.1479775,-87.9791231,53223,1
53216,19279,43.026544,-87.9060882,53204,1
53216,30054,43.0139088,-88.2347018,53188,1
53214,27745,43.0625038,-87.9771504,53210,1
53404,28184,42.7233633,-87.7822227,53403,1
53210,41185,43.1640128,-88.1384415,53051,1
53202,37820,43.0483622,-87.9296885,53205,1
53208,30054,43.0139088,-88.2347018,53188,2
53186,,,,,1
53204,35303,43.0415872,-87.9240961,53233,1
53224,28159,43.0395821,-87.9198778,53233,1
53208,6237,,,,1
53202,34922,43.0615264,-87.8864629,53211,1
53216,27621,43.0565334,-87.9879237,53208,1
53214,28444,43.0633551,-87.9180815,53212,1
53402,28397,43.0210082,-87.9968633,53214,1
53212,35524,43.1347475,-89.2905861,53718,1
53205,29413,43.0463505,-87.935893,53233,1
53233,26986,43.0451424,-87.9393587,53233,1
53228,37415,43.088674,-89.5263264,53562,1
54601,14365,43.8685055,-91.2071009,54650,1
54601,6307,43.098365,-89.3050382,53714,1
54729,13709,44.9405362,-91.3964516,54729,1
54603,16502,43.8180537,-91.1863757,54601,1
53216,30883,43.0641205,-87.96717239,,1
54669,11647,43.8146827,-91.2486459,54601,1
53214,29704,38.8120934,-77.0405248,22314,1
53405,30728,42.715413,-87.829413,53405,1
54729,7489,43.8838955,-91.2309818,54650,1
53233,36285,43.062877,-87.9279037,53206,1
53186,28617,43.0136678,-88.237429,53188,1
53209,29588,43.0392652,-87.9152463,53203,1
53205,37477,43.0395821,-87.9198778,53233,1
53214,27270,43.0442202,-88.0395454,53226,1
53215,36710,,,,1
53209,5317,32.9112562,-96.8758046,75234,1
53916,34855,43.4491612,-88.8240121,53916,1
53406,28240,42.7091628,-87.8045215,53403,1
53218,29715,43.1281001,-87.9909694,53218,1
53404,30187,42.7148104,-87.8143275,53405,1
53405,37371,43.0388838,-87.9466914,53233,1
53402,32482,42.7153861,-87.8181059,53405,2
53210,27083,43.0613891,-87.9751641,53210,1
53223,37371,43.0388838,-87.9466914,53233,1
53210,35612,43.067615,-87.9441198,53206,1
53218,35372,43.0741783,-87.9150366,53212,1
54601,9926,43.7732581,-91.2162628,54601,1
54650,12703,43.0923884,-89.3525366,53704,1
53202,28444,43.0633551,-87.9180815,53212,1
53204,27400,43.0418585,-88.0261691,53226,1
53212,27621,43.0565334,-87.9879237,53208,1
53205,37534,43.0607703,-87.934476,53205,1
53220,30499,43.00679569,-88.02960138,53214,1
53210,37477,43.0395821,-87.9198778,53233,1
53404,28151,42.7258283,-87.7899518,53403,1
53212,29058,43.1648821,-88.0055004,53223,1
53204,27745,43.0625038,-87.9771504,53210,1
53210,28201,42.5891522,-87.8516686,53144,1
53210,12634,43.03884557,-87.91469278,53203,1
53210,37760,43.0559483,-88.2247031,53188,1
53405,20037,0,0,,1
53218,26968,43.0741783,-87.9150366,53212,1
53186,28761,43.0643474,-88.35343,53018,1
53214,37592,43.0433865,-87.9208399,53233,1
53223,28511,43.0551291,-87.9327909,53205,1
53210,28101,43.0471809,-87.904287,53202,1
52136,9530,43.3724585,-92.1161642,52136,1
54601,7489,43.8838955,-91.2309818,54650,7
53091,28612,43.0215268,-88.2537804,53188,1
53233,20037,0,0,,1
53214,27234,43.0676122,-87.9781143,53210,1
53208,27112,43.1804866,-87.963573,53209,1
53224,30883,43.0641205,-87.96717239,,1
53218,28531,43.0426807,-87.9237513,53233,1
53206,37820,43.0483622,-87.9296885,53205,7
53223,28435,43.0409377,-87.9365218,53233,7
53208,27683,43.04333,-87.9237698,53233,5
53215,28435,43.0409377,-87.9365218,53233,6
53210,27227,43.0135771,-87.941262,53204,1
53216,28468,43.052153,-87.9191542,53212,4
53225,28505,43.1192086,-88.0324478,53225,5
53225,None,,,,6
53218,37477,43.0395821,-87.9198778,53233,6
53205,28444,43.0633551,-87.9180815,53212,1
53403,30981,42.7167377,-87.8003283,53403,4
53224,27055,43.0395821,-87.9198778,53233,2
53228,28405,43.0488227,-87.9278883,53205,1
53210,30511,43.1034118,-87.993894,53218,1
53210,28397,43.0210082,-87.9968633,53214,15
53210,30121,43.0641205,-87.96717239,53233,2
53403,30187,42.7148104,-87.8143275,53405,4
53225,27574,43.0418686,-87.9084624,53202,1
53204,28400,43.0488227,-87.9278883,53205,18
53202,28509,43.0172491,-87.986702,53214,1
53405,7212,43.0365345,-89.411282,53713,1
53225,28432,43.1203566,-88.0140662,53218,1
53212,28435,43.0409377,-87.9365218,53233,6
53110,28505,43.1192086,-88.0324478,53225,1
53218,30956,43.0641205,-87.96717239,53208,1
53210,19945,43.07519041,-89.38072137,53703,1
53001,20626,43.7538195,-87.7159532,53081,1
53223,26934,43.0453982,-87.9001095,53202,1
53214,35539,43.0171258,-87.9818254,53214,1
53207,28397,43.0210082,-87.9968633,53214,5
53209,29210,43.0415872,-87.9240961,53233,1
53210,27890,43.03733013,-87.92320041,53233,3
53215,28193,43.0210082,-87.9968633,53214,2
53211,37477,43.0395821,-87.9198778,53233,2
53206,35612,43.067615,-87.9441198,53206,8
53218,5317,32.9112562,-96.8758046,75234,2
53206,28400,43.0488227,-87.9278883,53205,25
53208,35303,43.0415872,-87.9240961,53233,1
53212,37477,43.0395821,-87.9198778,53233,4
53209,27529,43.0418568,-87.9096904,53202,1
53211,28397,43.0210082,-87.9968633,53214,1
53402,30292,42.7678358,-87.7862687,53402,2
53215,12634,43.03884557,-87.91469278,53203,1
53204,26948,43.0143562,-87.9246116,53204,2
53214,27391,43.009808,-87.9618726,53215,1
53210,28505,43.1192086,-88.0324478,53225,9
53212,19963,43.02236034,-87.91836009,53203,2
53224,29696,43.0215108,-88.2316651,53188,1
53150,37795,43.0095436,-88.229806,53186,1
53402,37623,43.0210082,-87.9968633,53214,1
53218,28521,43.0415872,-87.9240961,53233,1
53226,28405,43.0488227,-87.9278883,53205,1
53704,,,,,1
54669,37095,43.807362,-91.252066,54601,1
53208,27745,43.0625038,-87.9771504,53210,4
53214,28466,43.1176754,-87.9904266,53218,1
53216,37477,43.0395821,-87.9198778,53233,7
53216,29690,43.0191668,-88.0003383,53214,1
53208,12770,35.20783477,-80.83076703,28235,2
53219,33111,42.9598425,-87.9689602,,1
54603,12318,43.8730173,-91.1786141,54650,1
53204,27081,43.0426483,-87.9212718,53233,1
53215,37819,43.0433344,-87.9240303,53233,5
53212,28387,41.9819282,-87.8376307,60631,1
53224,27577,43.1344371,-88.0070416,53218,1
53202,28049,43.0460713,-87.9120661,53202,3
53206,20049,43.0718225,-89.3816961,53703,1
53206,28436,43.0601086,-87.9167405,53212,1
53202,12634,43.03884557,-87.91469278,53203,1
53233,27737,43.0530363,-87.934476,53205,3
53223,30054,43.0139088,-88.2347018,53188,1
53208,28456,43.0483622,-87.9296885,53205,4
53204,28395,43.0229535,-87.9298417,53204,8
53209,37288,43.0533748,-89.3955318,53715,2
53206,27576,43.0773764,-87.9580253,53216,1
53206,None,,,,13
53216,37820,43.0483622,-87.9296885,53205,2
53216,27781,43.0495723,-87.9698493,53208,2
53209,30047,42.7265875,-87.8064506,53405,1
53212,28431,43.0654111,-87.9144034,53212,2
53206,27555,43.0511886,-87.939263,53205,4
53222,30499,43.00679569,-88.02960138,53214,4
53224,30499,43.00679569,-88.02960138,53214,1
53223,37819,43.0433344,-87.9240303,53233,3
53206,30883,43.0641205,-87.96717239,,2
53186,28614,42.9897035,-88.2488943,53186,1
53214,27273,43.0133034,-88.0052784,53214,2
53216,27533,42.972029,-87.91947462,53221,3
53226,19398,42.9919933,-87.9375834,53215,1
53405,,,,,1
54669,13765,39.0032975,-77.0979496,20892,1
53406,20039,43.0718225,-89.3816961,53703,1
53206,28482,43.0198308,-87.9186945,53204,1
53404,30047,42.7265875,-87.8064506,53405,4
53216,27890,43.03733013,-87.92320041,53233,1
53216,27529,43.0418568,-87.9096904,53202,1
54669,17309,38.8866804,-77.014524,20201,1
53210,28619,43.0121929,-88.2229148,53186,1
53210,28679,42.9999061,-87.9021477,53207,1
53223,26937,43.0147369,-87.949006,53215,1
53218,12634,43.03884557,-87.91469278,53203,1
53210,28803,43.0161722,-87.9914648,53214,1
53223,28468,43.052153,-87.9191542,53212,1
52049,None,,,,1
53209,None,,,,10
53215,28507,43.0177922,-87.9234448,53204,1
53402,28156,42.7046712,-87.8011629,53403,1
53212,29704,38.8120934,-77.0405248,22314,3
53202,27102,43.3185059,-87.9289788,53024,1
53227,28400,43.0488227,-87.9278883,53205,1
53209,28305,43.0403329,-87.9070863,53202,1
53208,28622,43.0607703,-87.934476,53205,2
53220,37477,43.0395821,-87.9198778,53233,1
53212,30167,43.1156658,-87.9865502,53218,1
53209,31012,43.1012479,-87.9173147,53212,1
53233,19963,43.02236034,-87.91836009,53203,1
53223,28397,43.0210082,-87.9968633,53214,5
53225,28468,43.052153,-87.9191542,53212,1
53212,34907,43.067804,-87.9229711,53206,1
53218,37442,43.128509,-87.955344,53209,2
53215,27225,43.0193608,-87.958023,53215,1
54601,6237,,,,1
54701,37355,43.8276228,-91.2155493,54601,1
53204,28159,43.0395821,-87.9198778,53233,1
53188,31808,43.0220824,-88.0005676,53214,1
53205,28400,43.0488227,-87.9278883,53205,6
53208,20036,43.0488227,-87.9278883,53205,1
53204,34981,42.9754346,-87.9089248,53207,1
53219,27055,43.0395821,-87.9198778,53233,3
53154,None,,,,1
53210,34736,43.0901002,-87.9661372,53216,1
53406,28703,42.73079,-87.7832232,53403,1
53227,32116,43.0750725,-88.0038214,53210,1
53223,27890,43.03733013,-87.92320041,53233,1
53208,26909,43.0932201,-87.9477251,53216,2
53402,28177,42.7077879,-87.8032018,53403,1
53233,27654,43.0535607,-87.9194224,53205,1
53223,30121,43.0641205,-87.96717239,53233,2
53223,37589,43.1847944,-88.0045085,53223,2
53216,30813,43.089777,-87.988605,53216,2
53216,28482,43.0198308,-87.9186945,53204,1
53205,28504,43.0441177,-88.0289889,53226,1
53215,28473,43.0186942,-87.9208782,53204,1
53404,27574,43.0418686,-87.9084624,53202,1
53214,37986,43.0124994,-87.9928039,53214,3
53214,36573,43.0166335,-87.9915947,53214,1
53204,27102,43.3185059,-87.9289788,53024,1
53406,28236,42.7059261,-87.9149225,53177,1
54601,37424,43.8094582,-91.2413557,54601,1
52132,10025,43.2920056,-91.794553,52101,1
53214,27114,43.0555513,-87.9627692,53208,1
53209,33369,43.1354904,-87.9866838,53223,1
53221,28400,43.0488227,-87.9278883,53205,1
53206,26934,43.0453982,-87.9001095,53202,1
53214,27055,43.0395821,-87.9198778,53233,1
53220,27055,43.0395821,-87.9198778,53233,3
53215,28466,43.1176754,-87.9904266,53218,1
53209,12634,43.03884557,-87.91469278,53203,2
53218,27529,43.0418568,-87.9096904,53202,1
53219,28405,43.0488227,-87.9278883,53205,1
53202,27704,43.058008,-88.232804,53188,1
53216,30974,43.0395821,-87.9198778,53233,1
53208,19247,43.0554359,-87.9627249,53208,1
53218,27711,43.0561253,-87.9260188,53205,1
53208,34922,43.0615264,-87.8864629,53211,1
53223,29587,43.1790677,-88.0077181,53223,2
53403,37820,43.0483622,-87.9296885,53205,1
53227,20037,0,0,,1
53226,28400,43.0488227,-87.9278883,53205,2
53215,27428,43.0439809,-87.9086048,53202,1
53215,29049,43.1368932,-87.9546928,53209,1
53206,28949,43.020389,-87.9327909,53204,1
53225,37623,43.0210082,-87.9968633,53214,2
53202,37415,43.088674,-89.5263264,53562,1
54729,7810,44.940792,-91.395884,54729,1
54650,11647,43.8146827,-91.2486459,54601,2
53215,34981,42.9754346,-87.9089248,53207,3
53227,37986,43.0124994,-87.9928039,53214,1
53221,28567,43.0081152,-88.2269647,53186,1
53218,12678,43.0739184,-89.4596141,53705,1
53216,29059,43.0482662,-87.9275249,53205,1
53211,6237,,,,1
53223,33408,43.0533748,-89.3955318,53715,1
53206,27277,43.3185059,-87.9289788,53024,1
53218,27354,43.0893658,-87.9760915,53216,2
53204,26996,43.0426219,-87.9279631,53233,1
53224,35464,43.0556602,-87.9181198,53212,2
53209,27443,43.0422531,-88.2235503,53188,1
53209,27553,43.0898173,-87.9122221,53212,1
53212,12634,43.03884557,-87.91469278,53203,1
53209,27859,43.1186855,-87.9443045,53209,1
53218,36980,43.1479775,-87.9791231,53223,1
53221,30730,43.3878021,-87.8723519,53074,1
53202,28159,43.0395821,-87.9198778,53233,1
53022,,,,,1
53202,26933,43.0371135,-87.9137137,53290,1
54601,11547,43.8165172,-91.2482325,54601,1
54701,,,,,1
54729,37415,43.088674,-89.5263264,53562,1
54601,36829,43.8299982,-91.2498674,54603,1
53110,28929,43.0122026,-87.9523576,53215,1
54650,16528,43.5763627,-90.8884089,54665,1
53091,28435,43.0409377,-87.9365218,53233,1
54669,20039,43.0718225,-89.3816961,53703,1
53110,48132,43.1281001,-87.9909694,53218,1
53406,28145,42.7144828,-87.9013908,53177,1
53212,26915,43.03884557,-87.91469278,53203,2
53214,27102,43.3185059,-87.9289788,53024,1
53212,12085,43.0835215,-89.3643879,53703,1
53218,29244,43.1194309,-88.0146202,53218,1
53223,27240,43.1368903,-88.0073999,53223,1
53202,37477,43.0395821,-87.9198778,53233,1
53216,27356,43.087774,-87.884491,53211,1
53222,28479,43.0070203,-87.9299949,53204,1
53219,27715,43.0411607,-87.9142099,53203,1
53205,27533,42.972029,-87.91947462,53221,1
53224,None,,,,1
53209,26996,43.0426219,-87.9279631,53233,1
53223,19391,43.1161888,-89.3540564,53704,1
54729,33514,43.0093806,-88.2300293,53186,1
53208,37477,43.0395821,-87.9198778,53233,2
53091,29250,43.0113246,-88.2268907,53186,1
53216,28117,43.0234168,-87.9869684,53214,1
53208,27803,43.0906535,-87.9450801,53206,1
53209,37137,43.0759324,-89.381178,53703,1
53214,20431,,,,1
53214,36980,43.1479775,-87.9791231,53223,1
53212,29867,43.1452797,-88.071874,53051,1
53215,12770,35.20783477,-80.83076703,28235,1
53215,27171,43.0418686,-87.9084624,53202,1
53214,28399,43.0210082,-87.9968633,53214,1
53091,37733,43.0108085,-88.2265919,53186,1
53216,19945,43.07519041,-89.38072137,53703,1
53216,13752,41.1485931,-73.492733,6840,1
53051,29703,43.0256503,-88.232283,53188,1
53220,36730,43.0227027,-87.9339812,53204,1
54601,14750,43.8031708,-91.228582,54601,1
53218,30121,43.0641205,-87.96717239,53233,1
53224,26909,43.0932201,-87.9477251,53216,1
53227,20039,43.0718225,-89.3816961,53703,1
53216,27112,43.1804866,-87.963573,53209,1
53210,29554,42.5492485,-87.8259614,53143,1
53404,12678,43.0739184,-89.4596141,53705,1
